credit_id,customer_id,credit_type,principal_amount,outstanding_balance,interest_rate,disbursement_date,maturity_date,collectibility,branch_code,status
10182,5566,Credit Card,106748633,2737305,21.99,2019-04-19,2023-05-06,CURRENT,JKT02,CLOSED
10183,7325,Mortgage,610738420,422864732,6.31,2017-07-13,2027-03-03,CURRENT,SMG01,ACTIVE
10184,4339,Personal Loan,50958538,27928134,10.5,2018-08-11,2027-05-27,CURRENT,SMG01,ACTIVE
10185,2198,Personal Loan,185748580,145142729,13.03,2024-01-22,2027-02-17,CURRENT,JKT01,ACTIVE
10186,5302,Mortgage,691264429,460306777,5.56,2024-11-12,2037-07-26,CURRENT,MDN01,ACTIVE
10187,8001,Mortgage,1805761190,1121523718,7.58,2022-08-26,2033-02-01,CURRENT,JKT02,ACTIVE
10188,1221,Working Capital,1028136442,376916607,8.41,2025-12-22,2028-05-13,CURRENT,JKT01,ACTIVE
10189,7404,Working Capital,453521449,241905371,8.55,2022-03-28,2027-05-16,CURRENT,JKT01,ACTIVE
10190,9757,Mortgage,894775290,463643779,10.28,2022-07-15,2038-08-12,CURRENT,SBY01,ACTIVE
10191,5509,Credit Card,40805047,37538685,22.35,2019-04-24,2026-05-11,CURRENT,SBY01,ACTIVE
10192,2153,Auto Loan,419719688,280366408,9.15,2026-01-12,2031-05-10,SPECIAL_MENTION,SBY01,ACTIVE
10193,2282,Auto Loan,231808348,127473994,8.92,2022-03-21,2026-06-06,CURRENT,BDG01,ACTIVE
10194,2104,Mortgage,969492386,633398796,5.09,2021-03-31,2039-10-12,CURRENT,SBY01,ACTIVE
10195,4684,Auto Loan,203481099,111366057,10.91,2025-01-01,2027-06-03,CURRENT,BDG01,ACTIVE
10196,9996,Mortgage,1100933884,1015306806,5.32,2024-09-24,2037-04-06,CURRENT,MDN01,ACTIVE
10197,5272,Mortgage,843114268,773645224,8.79,2017-03-04,2030-06-01,CURRENT,BDG01,ACTIVE
10198,5150,Credit Card,58728269,37031542,22.05,2018-07-30,2028-07-27,SUBSTANDARD,SBY01,ACTIVE
10199,4863,Working Capital,224067738,129188072,11.24,2026-02-12,2030-09-18,SUBSTANDARD,SBY01,ACTIVE
10200,6992,Mortgage,933388039,459528612,7.46,2019-12-17,2028-02-12,SUBSTANDARD,MDN01,ACTIVE
10201,2439,Mortgage,996792463,5663806,6.06,2022-09-19,2026-02-22,CURRENT,SBY01,CLOSED
10202,357,Personal Loan,93472182,33727540,9.99,2021-09-28,2027-06-29,CURRENT,MDN01,ACTIVE
10203,7086,Mortgage,1258758201,864943884,5.9,2017-10-12,2027-09-29,SUBSTANDARD,BDG01,ACTIVE
10204,7847,Working Capital,258238287,108467801,11.63,2020-07-12,2026-11-26,CURRENT,JKT01,ACTIVE
10205,3079,Mortgage,1758202084,612575143,7.99,2017-07-26,2035-01-30,CURRENT,JKT01,ACTIVE
10206,3262,Working Capital,1219398104,588726713,13.1,2017-07-02,2027-03-21,CURRENT,YGY01,ACTIVE
10207,7041,Mortgage,774265023,440603080,9.48,2018-04-22,2035-05-09,CURRENT,BDG01,ACTIVE
10208,9785,Working Capital,2051428963,922007363,9.02,2026-02-04,2032-11-04,CURRENT,JKT02,ACTIVE
10209,3790,Mortgage,1602017658,971435426,5.38,2021-08-01,2033-05-05,CURRENT,JKT01,ACTIVE
10210,9423,Working Capital,813115084,598793034,11.95,2022-06-10,2028-03-03,CURRENT,MDN01,ACTIVE
10211,626,Credit Card,89729561,37259797,21.84,2020-10-20,2027-04-18,CURRENT,JKT02,ACTIVE
10212,1554,Mortgage,777874179,365633375,9.25,2018-09-12,2032-05-17,CURRENT,YGY01,ACTIVE
10213,9497,Mortgage,799019181,534108914,7.13,2021-09-03,2040-06-25,CURRENT,JKT01,ACTIVE
10214,9732,Working Capital,253596166,160086674,8.78,2020-12-30,2027-07-03,SPECIAL_MENTION,SMG01,ACTIVE
10215,7442,Credit Card,52180342,43367617,19.75,2022-12-13,2028-05-08,SPECIAL_MENTION,SBY01,ACTIVE
10216,5866,Auto Loan,215682544,143924090,8.02,2020-05-26,2028-05-13,CURRENT,JKT01,ACTIVE
10217,8187,Personal Loan,133049793,45409977,13.92,2016-02-10,2028-02-09,CURRENT,JKT02,ACTIVE
10218,5385,Mortgage,1261924309,895733804,7.43,2022-07-25,2035-05-07,CURRENT,SBY01,ACTIVE
10219,3660,Working Capital,2350064033,1530000736,13.84,2020-10-28,2026-10-07,CURRENT,MDN01,ACTIVE
10220,1192,Auto Loan,406948587,183377950,8.12,2017-10-03,2026-10-25,CURRENT,MDN01,ACTIVE
10221,8247,Working Capital,2420805848,805754522,12.15,2018-11-13,2027-04-27,SPECIAL_MENTION,JKT02,ACTIVE
10222,8281,Credit Card,88352580,72118861,17.8,2017-05-01,2027-07-17,CURRENT,YGY01,RESTRUCTURED
10223,2776,Personal Loan,48983264,43377687,16.15,2019-04-17,2026-11-02,CURRENT,JKT01,ACTIVE
10224,8354,Working Capital,350200873,298678928,8.63,2016-08-09,2028-06-21,CURRENT,JKT02,ACTIVE
10225,4691,Credit Card,46761333,25302127,23.36,2021-08-03,2028-02-05,CURRENT,JKT02,ACTIVE
10226,8880,Credit Card,156833272,102809813,18.86,2017-07-02,2028-05-28,CURRENT,JKT01,ACTIVE
10227,7367,Working Capital,730001121,689715402,11.58,2025-11-22,2026-12-01,CURRENT,BDG01,ACTIVE
10228,2985,Auto Loan,392967745,7313548,10.16,2023-07-18,2026-01-21,CURRENT,YGY01,CLOSED
10229,823,Personal Loan,31905669,25114244,11.97,2024-01-04,2027-09-08,SUBSTANDARD,MDN01,ACTIVE
10230,3512,Mortgage,1810309444,1303821361,7.54,2023-08-15,2033-05-05,CURRENT,JKT01,ACTIVE
10231,9790,Mortgage,631267601,262695784,7.8,2020-04-03,2026-11-07,CURRENT,YGY01,ACTIVE
10232,2500,Personal Loan,92483365,83421068,11.66,2025-01-26,2029-11-18,CURRENT,JKT02,ACTIVE
10233,2474,Auto Loan,260481806,130698393,8.74,2020-04-15,2028-09-04,CURRENT,JKT02,ACTIVE
10234,9916,Personal Loan,112082837,55368450,8.57,2020-05-23,2027-12-16,CURRENT,SMG01,ACTIVE
10235,657,Personal Loan,76931722,63188501,14.98,2020-11-24,2026-12-13,CURRENT,SBY01,ACTIVE
10236,1352,Credit Card,32230615,22547,19.97,2019-04-09,2023-06-16,CURRENT,YGY01,CLOSED
10237,1195,Auto Loan,418497477,173297742,6.6,2022-11-15,2028-04-17,CURRENT,YGY01,ACTIVE
10238,2783,Personal Loan,131599576,85192,11.86,2017-07-02,2019-12-26,CURRENT,JKT01,CLOSED
10239,1879,Credit Card,137633675,646823,23.16,2017-04-17,2020-09-26,CURRENT,JKT01,CLOSED
10240,6021,Credit Card,18449075,14215788,22.29,2018-02-26,2028-03-07,CURRENT,JKT02,ACTIVE
10241,5837,Personal Loan,110214996,93271530,16.35,2018-06-30,2027-08-07,SPECIAL_MENTION,BDG01,ACTIVE
10242,5673,Mortgage,1528601187,601879784,5.06,2018-11-09,2032-03-20,CURRENT,BDG01,ACTIVE
10243,4522,Working Capital,746803176,408497595,10.04,2021-01-22,2027-12-15,SPECIAL_MENTION,MDN01,ACTIVE
10244,2063,Auto Loan,607442737,468536935,8.74,2018-10-30,2027-01-06,SPECIAL_MENTION,JKT02,ACTIVE
10245,1091,Credit Card,126458317,87580714,19.62,2018-08-14,2028-08-24,CURRENT,JKT01,ACTIVE
10246,1520,Personal Loan,70646767,911268,13.85,2018-01-07,2025-11-20,CURRENT,BDG01,CLOSED
10247,3423,Working Capital,1726799538,940384013,8.0,2019-11-28,2027-10-15,CURRENT,BDG01,ACTIVE
10248,755,Working Capital,759591758,309456396,6.94,2025-07-22,2032-03-16,CURRENT,JKT01,ACTIVE
10249,1969,Credit Card,76077468,64039903,18.88,2018-03-21,2028-02-07,CURRENT,BDG01,ACTIVE
10250,1158,Personal Loan,77308327,43762937,11.16,2017-02-26,2027-06-19,CURRENT,SBY01,ACTIVE
10251,2562,Personal Loan,136800292,39479261,14.78,2020-10-09,2026-05-27,CURRENT,SBY01,ACTIVE
10252,7818,Working Capital,987044432,10368260,8.45,2016-05-11,2018-11-11,CURRENT,BDG01,CLOSED
10253,4684,Working Capital,1479577719,937605048,13.01,2020-10-25,2027-08-20,CURRENT,SMG01,ACTIVE
10254,4237,Mortgage,463041315,381708256,6.75,2018-12-22,2026-05-23,DOUBTFUL,BDG01,ACTIVE
10255,4019,Personal Loan,72675924,56604137,9.88,2017-05-24,2026-10-02,CURRENT,JKT01,ACTIVE
10256,8205,Personal Loan,135756853,88093336,10.48,2018-01-07,2026-10-02,CURRENT,YGY01,ACTIVE
10257,437,Personal Loan,122438609,1016220,13.86,2019-04-30,2025-11-30,CURRENT,SMG01,CLOSED
10258,8675,Working Capital,1950278349,1319459890,8.36,2021-11-05,2027-04-18,CURRENT,SBY01,ACTIVE
10259,836,Personal Loan,113976373,89880069,9.26,2026-01-05,2029-10-30,CURRENT,YGY01,ACTIVE
10260,9632,Mortgage,1470262724,1329109600,8.24,2017-08-29,2035-03-24,SPECIAL_MENTION,JKT01,ACTIVE
10261,8815,Auto Loan,497880168,331537733,9.61,2024-09-03,2032-02-16,DOUBTFUL,JKT02,RESTRUCTURED
10262,2490,Personal Loan,128838874,3490047,14.25,2018-01-17,2021-12-06,CURRENT,SBY01,CLOSED
10263,944,Auto Loan,283775842,6812424,8.35,2017-09-16,2024-09-02,CURRENT,YGY01,CLOSED
10264,3074,Mortgage,1391259887,1142011264,7.18,2022-07-17,2032-11-04,SPECIAL_MENTION,JKT01,RESTRUCTURED
10265,2315,Credit Card,31410334,26730317,20.65,2021-12-15,2026-10-28,CURRENT,SBY01,ACTIVE
10266,3440,Auto Loan,318017892,10693563,8.84,2019-07-25,2022-09-19,CURRENT,MDN01,CLOSED
10267,5455,Credit Card,110334716,30951431,22.64,2016-06-22,2026-05-05,CURRENT,YGY01,ACTIVE
10268,3718,Mortgage,1556732787,9527919,9.22,2022-03-25,2026-01-05,CURRENT,BDG01,CLOSED
10269,702,Credit Card,48248355,17037880,22.44,2020-07-26,2026-08-27,SPECIAL_MENTION,BDG01,ACTIVE
10270,7336,Auto Loan,452489739,299327977,7.41,2025-04-16,2027-05-24,CURRENT,JKT02,ACTIVE
10271,6184,Personal Loan,80148296,47964586,11.67,2017-08-25,2028-07-23,SUBSTANDARD,BDG01,ACTIVE
10272,8871,Personal Loan,32344131,12448067,9.74,2023-09-17,2029-02-02,CURRENT,BDG01,ACTIVE
10273,8013,Mortgage,760337421,349008973,6.41,2021-11-06,2027-06-01,SUBSTANDARD,JKT01,RESTRUCTURED
10274,1423,Auto Loan,336908819,273220731,10.51,2023-05-04,2027-09-21,CURRENT,MDN01,ACTIVE
10275,2793,Personal Loan,576762986,270565299,16.73,2022-07-10,2029-04-02,CURRENT,SMG01,ACTIVE
10276,7307,Credit Card,55922271,10494,22.6,2016-10-02,2017-12-18,CURRENT,YGY01,CLOSED
10277,1161,Working Capital,431147790,298364858,8.5,2020-06-20,2027-01-22,CURRENT,SBY01,ACTIVE
10278,4895,Mortgage,472791425,230152959,5.45,2017-01-03,2027-02-20,SPECIAL_MENTION,BDG01,ACTIVE
10279,3389,Credit Card,163582154,99855409,21.64,2018-04-19,2026-07-11,CURRENT,MDN01,ACTIVE
10280,3944,Working Capital,841233868,585180504,11.67,2023-10-14,2029-04-09,CURRENT,JKT01,ACTIVE
10281,2091,Auto Loan,207334226,138613339,10.58,2016-03-24,2028-01-18,CURRENT,MDN01,ACTIVE
10282,1377,Auto Loan,267604538,137565103,11.49,2017-02-11,2027-12-19,SUBSTANDARD,JKT02,RESTRUCTURED
10283,7008,Credit Card,82314333,79781879,20.62,2022-01-11,2026-04-13,CURRENT,BDG01,ACTIVE
10284,8541,Personal Loan,144037890,106296244,17.25,2020-01-16,2027-11-21,CURRENT,JKT01,ACTIVE
10285,8137,Mortgage,1528916419,854931006,8.17,2024-02-01,2031-10-27,CURRENT,SMG01,ACTIVE
10286,4924,Mortgage,1563779062,1363063652,7.26,2018-01-27,2027-03-30,SPECIAL_MENTION,SMG01,ACTIVE
10287,7540,Working Capital,2369366641,1271345547,8.62,2024-08-04,2027-09-18,CURRENT,SBY01,ACTIVE
10288,8110,Credit Card,35575890,28785500,21.78,2017-06-23,2027-04-12,CURRENT,MDN01,ACTIVE
10289,5270,Mortgage,1628670639,994995542,5.2,2017-04-07,2028-02-03,SPECIAL_MENTION,MDN01,ACTIVE
10290,9885,Credit Card,98477232,2564631,20.63,2025-01-30,2025-12-15,CURRENT,SBY01,CLOSED
10291,8172,Working Capital,877779369,633280596,11.46,2024-10-06,2026-11-21,CURRENT,JKT01,ACTIVE
10292,7109,Auto Loan,320400887,230583820,7.81,2018-01-14,2028-06-19,SPECIAL_MENTION,MDN01,RESTRUCTURED
10293,8013,Mortgage,677480996,548238351,6.24,2020-12-24,2036-10-06,CURRENT,SMG01,ACTIVE
10294,4011,Mortgage,874237914,598568579,6.17,2019-04-04,2026-11-02,CURRENT,BDG01,ACTIVE
10295,8759,Credit Card,53746273,879233,18.03,2024-02-09,2025-12-01,CURRENT,JKT01,CLOSED
10296,675,Mortgage,1239595184,924322893,9.33,2022-04-16,2037-05-02,CURRENT,SBY01,ACTIVE
10297,7910,Mortgage,2088846455,1028906817,5.32,2019-02-23,2032-10-16,CURRENT,BDG01,ACTIVE
10298,2884,Working Capital,268460735,92849634,9.18,2018-06-03,2027-12-04,CURRENT,SMG01,ACTIVE
10299,5445,Personal Loan,92715395,73196371,14.09,2019-06-23,2026-11-22,CURRENT,MDN01,ACTIVE
10300,7197,Mortgage,1488664913,1064448548,7.81,2016-08-16,2028-08-03,CURRENT,MDN01,ACTIVE
10301,5849,Mortgage,1649950591,1060635091,5.57,2026-01-13,2039-12-16,CURRENT,YGY01,ACTIVE
10302,3986,Working Capital,533343919,410676974,11.43,2026-02-22,2030-10-29,CURRENT,SMG01,ACTIVE
10303,3086,Mortgage,700315853,276529407,9.02,2016-05-09,2028-07-17,CURRENT,SMG01,ACTIVE
10304,626,Mortgage,1236926258,345000462,6.68,2016-03-24,2027-01-27,CURRENT,SBY01,ACTIVE
10305,1112,Auto Loan,487097086,231856927,6.02,2019-07-24,2026-07-30,CURRENT,BDG01,ACTIVE
10306,8413,Auto Loan,273195709,229736366,7.16,2017-06-30,2026-06-18,SPECIAL_MENTION,SMG01,ACTIVE
10307,5795,Working Capital,516001869,333351052,10.77,2025-01-23,2028-03-03,CURRENT,SMG01,ACTIVE
10308,1452,Credit Card,86159033,39575439,24.02,2025-01-14,2028-11-19,CURRENT,MDN01,ACTIVE
10309,7716,Mortgage,1510466485,443315412,7.24,2023-07-31,2032-10-13,CURRENT,BDG01,ACTIVE
10310,9243,Personal Loan,112345859,99040777,12.85,2016-06-01,2027-06-10,CURRENT,MDN01,ACTIVE
10311,667,Auto Loan,207460585,135624884,6.55,2022-11-20,2026-05-12,CURRENT,YGY01,ACTIVE
10312,89,Working Capital,621001956,148890117,11.69,2021-11-24,2028-07-17,CURRENT,JKT02,ACTIVE
10313,7358,Working Capital,941681874,656737706,10.12,2020-03-31,2026-10-07,CURRENT,BDG01,ACTIVE
10314,9407,Personal Loan,59128808,21101078,9.03,2018-07-03,2026-06-13,CURRENT,YGY01,ACTIVE
10315,9892,Mortgage,1312053403,870845353,6.62,2024-11-01,2038-02-26,CURRENT,SMG01,ACTIVE
10316,6975,Mortgage,620661655,359965712,8.2,2017-11-15,2026-12-25,SUBSTANDARD,MDN01,ACTIVE
10317,763,Credit Card,78475371,59034319,18.22,2022-12-08,2027-11-18,SPECIAL_MENTION,JKT01,ACTIVE
10318,3196,Mortgage,882488361,17622935,7.02,2024-02-01,2026-02-22,CURRENT,MDN01,CLOSED
10319,9219,Auto Loan,197927888,4076951,11.17,2016-07-18,2021-03-14,CURRENT,BDG01,CLOSED
10320,4367,Working Capital,543522945,482978512,10.43,2018-01-29,2027-12-02,CURRENT,MDN01,ACTIVE
10321,7864,Mortgage,539134980,263888022,7.22,2023-06-04,2030-06-20,DOUBTFUL,MDN01,ACTIVE
10322,3556,Working Capital,531647904,344920345,10.12,2019-11-09,2028-04-26,CURRENT,MDN01,ACTIVE
10323,7140,Credit Card,30932977,19694005,22.18,2018-11-10,2028-04-24,SUBSTANDARD,JKT02,RESTRUCTURED
10324,3579,Personal Loan,58242790,25905001,12.75,2023-10-14,2030-01-02,CURRENT,JKT02,ACTIVE
10325,746,Working Capital,1604590472,974797942,9.12,2021-01-07,2026-05-31,CURRENT,MDN01,ACTIVE
10326,2817,Personal Loan,108680383,104956657,13.18,2021-05-24,2028-03-28,CURRENT,SBY01,ACTIVE
10327,8316,Mortgage,705256480,509035962,8.86,2019-03-23,2027-09-23,SPECIAL_MENTION,SBY01,RESTRUCTURED
10328,4958,Personal Loan,96197978,1474467,10.6,2016-03-25,2023-01-08,CURRENT,JKT02,CLOSED
10329,4158,Working Capital,1996370132,18084386,8.89,2017-11-25,2019-09-10,CURRENT,YGY01,CLOSED
10330,7456,Credit Card,77027314,54028667,20.87,2022-07-08,2028-06-13,SPECIAL_MENTION,YGY01,ACTIVE
10331,6615,Auto Loan,239116169,192076112,6.88,2020-09-30,2027-07-13,CURRENT,JKT02,ACTIVE
10332,8006,Personal Loan,258230532,71475414,11.14,2024-04-06,2031-05-25,CURRENT,SMG01,ACTIVE
10333,6246,Mortgage,2199377814,1212591220,6.05,2018-05-18,2034-05-26,CURRENT,YGY01,ACTIVE
10334,9330,Credit Card,214441681,652619,21.43,2022-05-27,2024-07-24,CURRENT,SMG01,CLOSED
10335,554,Working Capital,348262778,150515717,11.41,2021-05-10,2027-04-17,CURRENT,YGY01,ACTIVE
10336,8596,Mortgage,1586749702,1171262243,7.53,2021-01-19,2039-01-09,CURRENT,JKT02,ACTIVE
10337,2004,Mortgage,480024047,284861831,7.23,2019-09-30,2031-09-14,CURRENT,SBY01,ACTIVE
10338,5860,Credit Card,133580746,65454270,18.09,2024-06-30,2028-05-19,CURRENT,BDG01,ACTIVE
10339,217,Personal Loan,79672713,59230151,9.6,2020-01-09,2027-12-16,CURRENT,SMG01,ACTIVE
10340,9998,Personal Loan,56506341,31556430,13.3,2020-08-08,2027-08-15,CURRENT,SMG01,ACTIVE
10341,198,Auto Loan,391506600,142343111,10.0,2016-05-09,2028-06-30,CURRENT,SMG01,ACTIVE
10342,3995,Personal Loan,214311438,5920174,13.12,2024-10-15,2025-12-18,CURRENT,JKT02,CLOSED
10343,6738,Working Capital,1220250602,938475751,8.74,2025-05-15,2029-09-18,CURRENT,YGY01,ACTIVE
10344,151,Mortgage,743220884,414512969,7.91,2026-02-14,2037-03-20,CURRENT,SBY01,ACTIVE
10345,660,Mortgage,1139943971,17609095,6.13,2018-02-08,2025-12-16,CURRENT,YGY01,CLOSED
10346,8577,Personal Loan,125188989,91905,9.06,2016-05-27,2020-03-17,CURRENT,BDG01,CLOSED
10347,3204,Personal Loan,70474033,1709235,10.15,2024-12-21,2026-01-25,CURRENT,JKT01,CLOSED
10348,2141,Personal Loan,116524704,1604758,12.27,2023-08-31,2025-12-05,CURRENT,JKT02,CLOSED
10349,5325,Working Capital,268331422,155131876,11.87,2018-05-14,2026-06-24,CURRENT,JKT01,ACTIVE
10350,932,Mortgage,1351177770,545190458,6.04,2017-04-19,2034-09-24,SPECIAL_MENTION,MDN01,ACTIVE
10351,7579,Credit Card,83951526,42485905,22.92,2019-07-31,2027-10-09,CURRENT,BDG01,ACTIVE
10352,422,Credit Card,37841960,19962313,21.07,2017-10-20,2028-02-24,SUBSTANDARD,JKT02,RESTRUCTURED
10353,9868,Credit Card,107288587,81947828,20.56,2020-07-24,2026-07-29,CURRENT,SBY01,ACTIVE
10354,7451,Personal Loan,141413130,118000981,11.63,2019-07-30,2027-04-25,SPECIAL_MENTION,JKT01,RESTRUCTURED
10355,8299,Working Capital,1683385249,856434793,8.18,2023-02-21,2027-12-01,CURRENT,BDG01,ACTIVE
10356,3734,Credit Card,85532339,1904272,21.69,2019-07-26,2020-12-29,CURRENT,YGY01,CLOSED
10357,3159,Working Capital,1495396027,1021553922,9.59,2024-02-09,2029-04-01,CURRENT,SBY01,ACTIVE
10358,5862,Credit Card,77605433,33800844,23.17,2018-05-12,2028-05-23,SPECIAL_MENTION,MDN01,ACTIVE
10359,194,Working Capital,1463920845,30840139,10.8,2025-07-08,2026-03-21,CURRENT,SMG01,CLOSED
10360,961,Credit Card,18072465,17146348,21.25,2016-12-01,2026-12-09,CURRENT,BDG01,ACTIVE
10361,8251,Credit Card,35848277,21603056,23.92,2019-05-16,2026-05-22,SPECIAL_MENTION,JKT02,RESTRUCTURED
10362,3674,Mortgage,1007367877,534476831,5.09,2016-09-12,2035-09-24,CURRENT,JKT02,ACTIVE
10363,3596,Mortgage,429412583,342118729,8.18,2017-07-28,2026-04-30,CURRENT,SBY01,ACTIVE
10364,1533,Personal Loan,92085281,75542980,16.1,2026-01-05,2028-10-10,SUBSTANDARD,SMG01,RESTRUCTURED
10365,1967,Mortgage,772944513,518791066,9.93,2025-05-05,2033-06-29,CURRENT,JKT01,ACTIVE
10366,1834,Mortgage,1072612057,4637169,5.75,2022-10-01,2026-03-01,CURRENT,JKT01,CLOSED
10367,3540,Credit Card,62788924,54909214,22.17,2020-12-10,2028-01-12,DOUBTFUL,BDG01,ACTIVE
10368,9872,Working Capital,1184885089,1026909965,9.25,2020-08-11,2026-11-06,CURRENT,SBY01,ACTIVE
10369,8836,Credit Card,12208216,5428324,23.16,2019-08-09,2028-06-03,CURRENT,SBY01,ACTIVE
10370,6539,Working Capital,1043143520,683844032,12.65,2019-06-22,2026-05-15,CURRENT,SBY01,ACTIVE
10371,7178,Auto Loan,391877243,347589843,8.77,2020-04-09,2028-01-31,CURRENT,JKT01,ACTIVE
10372,7103,Working Capital,427362769,186291868,7.99,2017-10-17,2027-12-02,SPECIAL_MENTION,SMG01,ACTIVE
10373,6690,Mortgage,1300180289,605834411,7.84,2021-03-05,2036-01-24,CURRENT,JKT02,ACTIVE
10374,1258,Auto Loan,354222823,239849235,8.59,2021-08-20,2027-02-28,CURRENT,JKT02,ACTIVE
10375,1006,Working Capital,344057659,93826143,8.02,2022-08-23,2028-10-13,CURRENT,YGY01,ACTIVE
10376,3783,Mortgage,583973228,439653003,6.82,2021-04-10,2039-10-13,SPECIAL_MENTION,SMG01,ACTIVE
10377,9611,Auto Loan,341597893,293092115,10.91,2024-11-12,2028-03-12,CURRENT,YGY01,ACTIVE
10378,9886,Credit Card,64610380,27990458,18.15,2021-06-11,2028-05-05,CURRENT,JKT02,ACTIVE
10379,2114,Working Capital,521966934,353472037,12.87,2020-04-08,2028-02-09,CURRENT,MDN01,ACTIVE
10380,979,Credit Card,99911966,77210852,19.07,2020-11-14,2027-06-21,CURRENT,SMG01,ACTIVE
10381,3231,Working Capital,695397574,235096175,11.84,2019-02-15,2027-07-28,CURRENT,YGY01,ACTIVE
10382,5302,Mortgage,1061286730,825311503,5.1,2025-04-11,2040-09-08,SPECIAL_MENTION,SMG01,ACTIVE
10383,8981,Personal Loan,254072479,127579629,14.97,2018-05-08,2027-08-04,CURRENT,SMG01,ACTIVE
10384,7981,Auto Loan,440576995,281190206,9.99,2024-06-28,2026-09-07,CURRENT,YGY01,ACTIVE
10385,7213,Personal Loan,291061311,93621085,12.36,2023-08-15,2026-08-02,CURRENT,BDG01,ACTIVE
10386,787,Auto Loan,165874263,115136946,11.4,2022-09-19,2026-05-15,SPECIAL_MENTION,SMG01,ACTIVE
10387,3068,Personal Loan,111529270,64784070,11.23,2020-12-01,2027-07-13,CURRENT,MDN01,ACTIVE
10388,2123,Mortgage,1476834690,954072226,5.93,2020-10-21,2036-01-01,CURRENT,JKT01,ACTIVE
10389,8989,Credit Card,49828081,1363330,23.64,2025-03-27,2025-12-08,CURRENT,BDG01,CLOSED
10390,1705,Personal Loan,82476891,25461810,15.5,2017-08-17,2027-01-24,CURRENT,JKT02,ACTIVE
10391,7894,Mortgage,1410068033,1245870181,9.88,2025-01-17,2034-12-09,CURRENT,JKT02,ACTIVE
10392,6804,Credit Card,25703654,17956331,22.94,2024-11-06,2027-04-06,SPECIAL_MENTION,BDG01,RESTRUCTURED
10393,9015,Working Capital,449172288,262343472,11.52,2020-10-23,2027-05-29,CURRENT,SMG01,ACTIVE
10394,5845,Auto Loan,200029447,51855280,6.44,2022-08-10,2026-09-26,CURRENT,JKT02,ACTIVE
10395,7389,Mortgage,1617605278,901515610,6.26,2024-09-19,2034-07-13,CURRENT,JKT01,ACTIVE
10396,6962,Mortgage,1894808789,636913185,9.49,2024-07-11,2035-10-23,CURRENT,MDN01,ACTIVE
10397,4628,Mortgage,417081858,293872114,6.79,2022-12-24,2036-10-13,CURRENT,MDN01,ACTIVE
10398,4881,Mortgage,1375287961,857191402,5.43,2020-05-22,2026-04-26,SPECIAL_MENTION,MDN01,ACTIVE
10399,7518,Credit Card,105761404,49391983,20.64,2018-10-30,2027-05-21,SUBSTANDARD,JKT02,ACTIVE
10400,9652,Mortgage,736213113,716213919,7.01,2024-07-15,2040-02-22,CURRENT,YGY01,ACTIVE
10401,7690,Mortgage,857409469,325668465,9.5,2021-03-20,2030-03-17,CURRENT,YGY01,ACTIVE
10402,1776,Auto Loan,275226639,168839995,10.82,2022-03-22,2026-06-08,SPECIAL_MENTION,JKT02,ACTIVE
10403,9894,Working Capital,215503170,99707233,9.11,2016-08-01,2027-06-26,SUBSTANDARD,JKT02,ACTIVE
10404,3874,Personal Loan,176724099,94932259,15.43,2022-01-29,2029-08-28,CURRENT,MDN01,ACTIVE
10405,8312,Credit Card,61050635,47139765,20.05,2021-10-02,2027-10-26,CURRENT,JKT02,ACTIVE
10406,2434,Mortgage,1015820656,498327983,7.88,2017-05-10,2031-11-23,SUBSTANDARD,JKT02,ACTIVE
10407,5360,Mortgage,774683288,400204821,10.26,2023-08-22,2033-07-31,CURRENT,JKT01,ACTIVE
10408,3115,Working Capital,249642624,180833848,12.84,2021-03-29,2026-05-07,CURRENT,SMG01,ACTIVE
10409,4585,Auto Loan,457836486,1337455,9.83,2018-05-14,2022-02-24,CURRENT,JKT01,CLOSED
10410,4900,Auto Loan,224228013,115010367,7.38,2016-01-28,2028-08-21,CURRENT,MDN01,ACTIVE
10411,3774,Working Capital,1006056685,580416333,9.02,2021-04-01,2026-09-13,CURRENT,JKT01,ACTIVE
10412,2132,Personal Loan,117347491,83509359,16.61,2022-05-02,2026-09-12,CURRENT,SBY01,ACTIVE
10413,3284,Auto Loan,160955595,103289102,10.18,2016-10-06,2027-09-10,SPECIAL_MENTION,JKT01,ACTIVE
10414,974,Credit Card,93349006,61165744,21.0,2017-11-16,2028-03-03,SPECIAL_MENTION,JKT02,RESTRUCTURED
10415,1528,Credit Card,35289760,22673928,19.63,2016-02-05,2028-02-11,SUBSTANDARD,JKT01,RESTRUCTURED
10416,2609,Personal Loan,85129171,680864,15.6,2020-05-22,2026-02-05,CURRENT,JKT02,CLOSED
10417,3206,Personal Loan,112602379,64778694,13.18,2022-03-14,2027-10-02,SPECIAL_MENTION,YGY01,ACTIVE
10418,2370,Mortgage,1122118916,18945458,6.18,2023-07-02,2025-12-25,CURRENT,JKT01,CLOSED
10419,5589,Auto Loan,474943672,259937895,6.06,2026-01-09,2032-01-14,CURRENT,BDG01,ACTIVE
10420,7949,Auto Loan,476905883,319754956,10.01,2024-07-13,2027-04-18,CURRENT,SBY01,ACTIVE
10421,9103,Credit Card,44525770,29890837,19.55,2023-06-17,2026-07-20,CURRENT,JKT01,ACTIVE
10422,6996,Mortgage,2208072448,41252648,5.71,2016-03-04,2026-02-14,CURRENT,YGY01,CLOSED
